dia1,nome_cartao,hora1,linha,n
2,Inteira,6,629,263
2,Inteira,6,630,95
2,Inteira,6,631,48
2,Inteira,6,632,55
2,Inteira,6,633,47
2,Inteira,6,634,22
2,Inteira,6,635,84
2,Inteira,6,636,71
2,Inteira,6,637,56
2,Inteira,6,639,33
2,Inteira,6,640,81
2,Inteira,6,641,25
2,Inteira,6,642,25
2,Inteira,6,643,85
2,Inteira,6,645,39
2,Inteira,6,646,78
2,Inteira,6,648,37
2,Inteira,6,650,101
2,Inteira,6,653,47
2,Inteira,6,655,113
2,Inteira,6,656,17
2,Inteira,6,657,54
2,Inteira,6,660,305
2,Inteira,6,663,14
2,Inteira,6,666,85
2,Inteira,6,670,58
2,Inteira,6,676,101
2,Inteira,6,680,74
2,Inteira,6,686,34
2,Inteira,6,696,49
2,Inteira,6,701,26
2,Inteira,6,702,33
2,Inteira,6,703,87
2,Inteira,6,706,101
2,Inteira,6,709,22
2,Inteira,6,710,16
2,Inteira,6,711,253
2,Inteira,6,712,170
2,Inteira,6,725,57
2,Inteira,6,728,67
2,Inteira,6,752,104
2,Inteira,6,753,32
2,Inteira,6,754,91
2,Inteira,6,755,14
2,Inteira,6,757,128
2,Inteira,6,804,221
2,Inteira,6,806,112
2,Inteira,6,810,103
2,Inteira,6,814,92
2,Inteira,6,815,104
2,Inteira,6,816,115
2,Inteira,6,820,176
2,Inteira,6,825,92
2,Inteira,6,832,130
2,Inteira,6,833,168
2,Inteira,6,835,14
2,Inteira,6,841,47
2,Inteira,6,855,106
2,Inteira,6,901,120
2,Inteira,6,903,81
2,Inteira,6,905,93
2,Inteira,6,906,147
2,Inteira,6,907,61
2,Inteira,6,909,146
2,Inteira,6,913,151
2,Inteira,6,920,193
2,Inteira,7,1,224
2,Inteira,7,3,275
2,Inteira,7,4,26
2,Inteira,7,5,20
2,Inteira,7,6,241
2,Inteira,7,7,74
2,Inteira,7,8,71
2,Inteira,7,10,79
2,Inteira,7,11,226
2,Inteira,7,12,196
2,Inteira,7,13,58
2,Inteira,7,14,76
2,Inteira,7,15,213
2,Inteira,7,16,130
2,Inteira,7,17,76
2,Inteira,7,19,111
2,Inteira,7,21,73
2,Inteira,7,22,102
2,Inteira,7,24,346
2,Inteira,7,25,14
2,Inteira,7,26,298
2,Inteira,7,27,158
2,Inteira,7,28,247
2,Inteira,7,29,215
2,Inteira,7,30,242
2,Inteira,7,31,243
2,Inteira,7,32,249
2,Inteira,7,38,195
2,Inteira,7,41,438
2,Inteira,7,42,488
2,Inteira,7,43,192
2,Inteira,7,44,255
2,Inteira,7,45,413
2,Inteira,7,50,291
2,Inteira,7,51,336
2,Inteira,7,52,415
2,Inteira,7,53,158
2,Inteira,7,60,138
2,Inteira,7,66,101
2,Inteira,7,67,19
2,Inteira,7,68,33
2,Inteira,7,69,95
2,Inteira,7,70,238
2,Inteira,7,71,128
2,Inteira,7,72,105
2,Inteira,7,73,215
2,Inteira,7,74,409
2,Inteira,7,75,299
2,Inteira,7,76,291
2,Inteira,7,77,329
2,Inteira,7,79,158
2,Inteira,7,80,222
2,Inteira,7,81,87
2,Inteira,7,82,201
2,Inteira,7,83,95
2,Inteira,7,84,130
2,Inteira,7,85,101
2,Inteira,7,86,274
2,Inteira,7,88,58
2,Inteira,7,92,399
2,Inteira,7,96,73
2,Inteira,7,97,151
2,Inteira,7,99,228
2,Inteira,7,101,255
2,Inteira,7,102,75
2,Inteira,7,108,67
2,Inteira,7,110,73
2,Inteira,7,111,199
2,Inteira,7,112,134
2,Inteira,7,114,201
2,Inteira,7,115,204
2,Inteira,7,120,30
2,Inteira,7,122,113
2,Inteira,7,201,78
2,Inteira,7,202,19
2,Inteira,7,205,56
2,Inteira,7,206,63
2,Inteira,7,210,151
2,Inteira,7,211,173
2,Inteira,7,212,97
2,Inteira,7,213,164
2,Inteira,7,214,94
2,Inteira,7,215,115
2,Inteira,7,216,53
2,Inteira,7,217,42
2,Inteira,7,220,175
2,Inteira,7,222,112
2,Inteira,7,225,64
2,Inteira,7,240,116
2,Inteira,7,243,73
2,Inteira,7,250,19
2,Inteira,7,251,99
2,Inteira,7,302,39
2,Inteira,7,303,50
2,Inteira,7,304,60
2,Inteira,7,305,42
2,Inteira,7,307,50
2,Inteira,7,308,64
2,Inteira,7,309,45
2,Inteira,7,310,43
2,Inteira,7,311,133
2,Inteira,7,312,86
2,Inteira,7,313,79
2,Inteira,7,314,94
2,Inteira,7,315,214
2,Inteira,7,316,93
2,Inteira,7,317,165
2,Inteira,7,318,60
2,Inteira,7,319,87
2,Inteira,7,320,78
2,Inteira,7,321,152
2,Inteira,7,322,109
2,Inteira,7,323,71
2,Inteira,7,324,37
2,Inteira,7,325,61
2,Inteira,7,327,166
2,Inteira,7,329,158
2,Inteira,7,330,70
2,Inteira,7,331,133
2,Inteira,7,332,29
2,Inteira,7,333,118
2,Inteira,7,334,31
2,Inteira,7,335,188
2,Inteira,7,336,110
2,Inteira,7,337,146
2,Inteira,7,338,156
2,Inteira,7,339,41
2,Inteira,7,340,50
2,Inteira,7,341,147
2,Inteira,7,342,97
2,Inteira,7,343,154
2,Inteira,7,344,26
2,Inteira,7,345,254
2,Inteira,7,346,108
2,Inteira,7,347,93
2,Inteira,7,349,33
2,Inteira,7,350,88
2,Inteira,7,351,85
2,Inteira,7,353,79
2,Inteira,7,354,10
2,Inteira,7,355,160
2,Inteira,7,356,78
2,Inteira,7,357,97
2,Inteira,7,359,48
2,Inteira,7,360,117
2,Inteira,7,361,16
2,Inteira,7,362,178
2,Inteira,7,363,76
2,Inteira,7,365,45
2,Inteira,7,366,118
2,Inteira,7,367,67
2,Inteira,7,369,99
2,Inteira,7,371,96
2,Inteira,7,372,175
2,Inteira,7,374,67
2,Inteira,7,375,128
2,Inteira,7,376,115
2,Inteira,7,377,139
2,Inteira,7,378,34
2,Inteira,7,379,197
2,Inteira,7,381,72
2,Inteira,7,382,50
2,Inteira,7,383,41
2,Inteira,7,384,51
2,Inteira,7,386,81
2,Inteira,7,387,140
2,Inteira,7,388,49
2,Inteira,7,389,106
2,Inteira,7,390,61
2,Inteira,7,391,61
2,Inteira,7,392,58
2,Inteira,7,393,47
2,Inteira,7,394,18
2,Inteira,7,395,37
2,Inteira,7,396,8
2,Inteira,7,397,79
2,Inteira,7,401,142
2,Inteira,7,403,73
2,Inteira,7,404,41
2,Inteira,7,405,150
2,Inteira,7,406,148
2,Inteira,7,407,140
2,Inteira,7,411,128
2,Inteira,7,456,206
2,Inteira,7,466,88
2,Inteira,7,501,36
2,Inteira,7,502,140
2,Inteira,7,503,28
2,Inteira,7,504,11
2,Inteira,7,600,152
2,Inteira,7,601,124
2,Inteira,7,602,51
2,Inteira,7,603,194
2,Inteira,7,604,90
2,Inteira,7,605,105
2,Inteira,7,606,92
2,Inteira,7,609,205
2,Inteira,7,610,77
2,Inteira,7,611,49
2,Inteira,7,612,112
2,Inteira,7,613,130
2,Inteira,7,616,78
2,Inteira,7,617,56
2,Inteira,7,618,91
2,Inteira,7,619,49
2,Inteira,7,621,110
2,Inteira,7,622,93
2,Inteira,7,625,55
2,Inteira,7,626,110
2,Inteira,7,627,119
2,Inteira,7,628,44
2,Inteira,7,629,221
2,Inteira,7,630,81
2,Inteira,7,631,37
2,Inteira,7,632,49
2,Inteira,7,633,43
2,Inteira,7,634,24
2,Inteira,7,635,36
2,Inteira,7,636,63
2,Inteira,7,637,52
2,Inteira,7,639,25
2,Inteira,7,640,68
2,Inteira,7,641,36
2,Inteira,7,642,41
2,Inteira,7,643,45
2,Inteira,7,645,58
2,Inteira,7,646,68
2,Inteira,7,648,38
2,Inteira,7,650,86
2,Inteira,7,653,73
2,Inteira,7,655,78
2,Inteira,7,656,20
2,Inteira,7,657,48
2,Inteira,7,660,298
2,Inteira,7,663,8
2,Inteira,7,666,85
2,Inteira,7,670,69
2,Inteira,7,676,83
2,Inteira,7,680,61
2,Inteira,7,686,36
2,Inteira,7,696,51
2,Inteira,7,701,46
2,Inteira,7,702,61
2,Inteira,7,703,112
2,Inteira,7,706,88
2,Inteira,7,709,12
2,Inteira,7,710,29
2,Inteira,7,711,268
2,Inteira,7,712,205
2,Inteira,7,725,66
2,Inteira,7,728,68
2,Inteira,7,752,129
2,Inteira,7,753,47
2,Inteira,7,754,99
2,Inteira,7,755,18
2,Inteira,7,757,182
2,Inteira,7,804,247
2,Inteira,7,806,109
2,Inteira,7,810,133
2,Inteira,7,814,118
2,Inteira,7,815,93
2,Inteira,7,816,213
2,Inteira,7,820,169
2,Inteira,7,825,62
2,Inteira,7,832,164
2,Inteira,7,833,216
2,Inteira,7,835,21
2,Inteira,7,841,64
2,Inteira,7,855,132
2,Inteira,7,901,162
2,Inteira,7,903,133
2,Inteira,7,905,133
2,Inteira,7,906,188
2,Inteira,7,907,132
2,Inteira,7,909,230
2,Inteira,7,913,216
2,Inteira,7,920,229
2,Inteira,8,1,189
2,Inteira,8,3,252
2,Inteira,8,4,56
2,Inteira,8,5,35
2,Inteira,8,6,265
2,Inteira,8,7,59
2,Inteira,8,8,46
2,Inteira,8,10,197
2,Inteira,8,11,150
2,Inteira,8,12,160
2,Inteira,8,13,59
2,Inteira,8,14,57
2,Inteira,8,15,147
2,Inteira,8,16,56
2,Inteira,8,17,56
2,Inteira,8,19,66
2,Inteira,8,21,47
2,Inteira,8,22,61
2,Inteira,8,24,245
2,Inteira,8,25,6
2,Inteira,8,26,361
2,Inteira,8,27,173
2,Inteira,8,28,323
2,Inteira,8,29,187
2,Inteira,8,30,243
2,Inteira,8,31,160
2,Inteira,8,32,188
2,Inteira,8,38,149
2,Inteira,8,41,320
2,Inteira,8,42,394
2,Inteira,8,43,125
2,Inteira,8,44,199
2,Inteira,8,45,327
2,Inteira,8,50,286
2,Inteira,8,51,289
2,Inteira,8,52,262
2,Inteira,8,53,124
2,Inteira,8,60,109
2,Inteira,8,66,115
2,Inteira,8,67,23
2,Inteira,8,68,20
2,Inteira,8,69,78
2,Inteira,8,70,159
2,Inteira,8,71,97
2,Inteira,8,72,102
2,Inteira,8,73,218
2,Inteira,8,74,271
2,Inteira,8,75,280
2,Inteira,8,76,218
2,Inteira,8,77,248
2,Inteira,8,79,115
2,Inteira,8,80,189
2,Inteira,8,81,43
2,Inteira,8,82,156
2,Inteira,8,83,40
2,Inteira,8,84,153
2,Inteira,8,85,57
2,Inteira,8,86,278
2,Inteira,8,88,87
2,Inteira,8,92,276
2,Inteira,8,96,38
2,Inteira,8,97,84
2,Inteira,8,99,228
2,Inteira,8,101,230
2,Inteira,8,102,42
2,Inteira,8,108,42
2,Inteira,8,110,63
2,Inteira,8,111,144
2,Inteira,8,112,135
2,Inteira,8,114,161
2,Inteira,8,115,202
2,Inteira,8,120,31
2,Inteira,8,122,69
2,Inteira,8,201,55
2,Inteira,8,202,31
2,Inteira,8,205,52
2,Inteira,8,206,48
2,Inteira,8,210,85
2,Inteira,8,211,114
2,Inteira,8,212,72
2,Inteira,8,213,99
2,Inteira,8,214,77
2,Inteira,8,215,55
2,Inteira,8,216,28
2,Inteira,8,217,25
2,Inteira,8,220,186
2,Inteira,8,222,148
2,Inteira,8,225,28
2,Inteira,8,240,77
2,Inteira,8,243,32
2,Inteira,8,250,36
2,Inteira,8,251,88
2,Inteira,8,302,24
2,Inteira,8,303,37
2,Inteira,8,304,47
2,Inteira,8,305,54
2,Inteira,8,307,47
2,Inteira,8,308,59
2,Inteira,8,309,30
2,Inteira,8,310,39
2,Inteira,8,311,76
2,Inteira,8,312,79
2,Inteira,8,313,62
2,Inteira,8,314,81
2,Inteira,8,315,150
2,Inteira,8,316,68
2,Inteira,8,317,132
2,Inteira,8,318,50
2,Inteira,8,319,57
2,Inteira,8,320,65
2,Inteira,8,321,70
2,Inteira,8,322,70
2,Inteira,8,323,61
2,Inteira,8,324,17
2,Inteira,8,325,36
2,Inteira,8,327,97
2,Inteira,8,329,89
2,Inteira,8,330,41
2,Inteira,8,331,134
2,Inteira,8,332,21
2,Inteira,8,333,106
2,Inteira,8,334,8
2,Inteira,8,335,108
2,Inteira,8,336,87
2,Inteira,8,337,143
2,Inteira,8,338,158
2,Inteira,8,339,25
2,Inteira,8,340,31
2,Inteira,8,341,180
2,Inteira,8,342,71
2,Inteira,8,343,155
2,Inteira,8,344,26
2,Inteira,8,345,171
2,Inteira,8,346,73
2,Inteira,8,347,80
2,Inteira,8,349,28
2,Inteira,8,350,70
2,Inteira,8,351,96
2,Inteira,8,353,38
2,Inteira,8,354,13
2,Inteira,8,355,261
2,Inteira,8,356,36
2,Inteira,8,357,48
2,Inteira,8,359,53
2,Inteira,8,360,112
2,Inteira,8,361,45
2,Inteira,8,362,92
2,Inteira,8,363,78
2,Inteira,8,365,43
2,Inteira,8,366,77
2,Inteira,8,367,45
2,Inteira,8,369,90
2,Inteira,8,371,68
2,Inteira,8,372,111
2,Inteira,8,374,47
2,Inteira,8,375,70
2,Inteira,8,376,69
2,Inteira,8,377,76
2,Inteira,8,378,27
2,Inteira,8,379,123
2,Inteira,8,381,44
2,Inteira,8,382,57
2,Inteira,8,383,38
2,Inteira,8,384,21
2,Inteira,8,386,54
2,Inteira,8,387,143
2,Inteira,8,388,32
2,Inteira,8,389,102
2,Inteira,8,390,32
2,Inteira,8,391,68
2,Inteira,8,392,33
2,Inteira,8,393,46
2,Inteira,8,394,8
2,Inteira,8,395,20
2,Inteira,8,396,10
2,Inteira,8,397,43
2,Inteira,8,401,108
2,Inteira,8,403,69
2,Inteira,8,404,28
2,Inteira,8,405,198
2,Inteira,8,406,184
2,Inteira,8,407,129
2,Inteira,8,411,109
2,Inteira,8,456,124
2,Inteira,8,466,65
2,Inteira,8,501,35
2,Inteira,8,502,102
2,Inteira,8,503,12
2,Inteira,8,504,11
2,Inteira,8,600,128
2,Inteira,8,601,103
2,Inteira,8,602,16
2,Inteira,8,603,134
2,Inteira,8,604,56
2,Inteira,8,605,57
2,Inteira,8,606,91
2,Inteira,8,609,135
2,Inteira,8,610,64
2,Inteira,8,611,29
2,Inteira,8,612,90
2,Inteira,8,613,111
2,Inteira,8,616,41
2,Inteira,8,617,44
2,Inteira,8,618,55
2,Inteira,8,619,22
2,Inteira,8,621,64
2,Inteira,8,622,66
2,Inteira,8,625,42
2,Inteira,8,626,81
2,Inteira,8,627,67
2,Inteira,8,628,61
2,Inteira,8,629,169
2,Inteira,8,630,64
2,Inteira,8,631,19
2,Inteira,8,632,33
2,Inteira,8,633,48
2,Inteira,8,634,40
2,Inteira,8,635,25
2,Inteira,8,636,36
2,Inteira,8,637,31
2,Inteira,8,639,33
2,Inteira,8,640,48
2,Inteira,8,641,12
2,Inteira,8,642,24
2,Inteira,8,643,29
2,Inteira,8,645,23
2,Inteira,8,646,13
2,Inteira,8,648,22
2,Inteira,8,650,84
2,Inteira,8,653,49
2,Inteira,8,655,64
2,Inteira,8,656,8
2,Inteira,8,657,56
2,Inteira,8,660,233
2,Inteira,8,663,10
2,Inteira,8,666,87
2,Inteira,8,670,55
2,Inteira,8,676,111
2,Inteira,8,680,43
2,Inteira,8,686,15
2,Inteira,8,696,44
2,Inteira,8,701,41
2,Inteira,8,702,42
2,Inteira,8,703,89
2,Inteira,8,706,43
2,Inteira,8,709,32
2,Inteira,8,710,37
2,Inteira,8,711,139
2,Inteira,8,712,125
2,Inteira,8,725,46
2,Inteira,8,728,48
2,Inteira,8,752,97
2,Inteira,8,753,37
2,Inteira,8,754,109
2,Inteira,8,755,10
2,Inteira,8,757,147
2,Inteira,8,804,122
2,Inteira,8,806,74
2,Inteira,8,810,90
2,Inteira,8,814,59
2,Inteira,8,815,65
2,Inteira,8,816,111
2,Inteira,8,820,112
2,Inteira,8,825,53
2,Inteira,8,832,86
2,Inteira,8,833,199
2,Inteira,8,835,20
2,Inteira,8,841,56
2,Inteira,8,855,165
2,Inteira,8,901,140
2,Inteira,8,903,96
2,Inteira,8,905,138
2,Inteira,8,906,163
2,Inteira,8,907,100
2,Inteira,8,909,209
2,Inteira,8,913,74
2,Inteira,8,920,113
2,Inteira,9,1,168
2,Inteira,9,3,222
2,Inteira,9,4,81
2,Inteira,9,5,50
2,Inteira,9,6,216
2,Inteira,9,7,50
2,Inteira,9,8,61
2,Inteira,9,10,219
2,Inteira,9,11,151
2,Inteira,9,12,129
2,Inteira,9,13,44
2,Inteira,9,14,50
2,Inteira,9,15,81
2,Inteira,9,16,7
2,Inteira,9,17,50
2,Inteira,9,19,60
2,Inteira,9,21,47
2,Inteira,9,22,60
2,Inteira,9,24,180
2,Inteira,9,25,10
2,Inteira,9,26,397
2,Inteira,9,27,107
2,Inteira,9,28,342
2,Inteira,9,29,139
2,Inteira,9,30,177
2,Inteira,9,31,96
2,Inteira,9,32,185
2,Inteira,9,38,172
2,Inteira,9,41,292
2,Inteira,9,42,245
2,Inteira,9,43,110
2,Inteira,9,44,241
2,Inteira,9,45,253
2,Inteira,9,50,252
2,Inteira,9,51,238
2,Inteira,9,52,198
2,Inteira,9,53,151
2,Inteira,9,60,69
2,Inteira,9,66,101
2,Inteira,9,67,18
2,Inteira,9,69,51
2,Inteira,9,70,137
2,Inteira,9,71,128
2,Inteira,9,72,52
2,Inteira,9,73,179
2,Inteira,9,74,190
2,Inteira,9,75,243
2,Inteira,9,76,190
2,Inteira,9,77,275
2,Inteira,9,79,106
2,Inteira,9,80,131
2,Inteira,9,81,46
2,Inteira,9,82,107
2,Inteira,9,83,44
2,Inteira,9,84,79
2,Inteira,9,85,56
2,Inteira,9,86,263
2,Inteira,9,87,1
2,Inteira,9,88,77
2,Inteira,9,92,180
2,Inteira,9,96,1
2,Inteira,9,97,64
2,Inteira,9,99,167
2,Inteira,9,101,158
2,Inteira,9,102,64
2,Inteira,9,108,39
2,Inteira,9,110,69
2,Inteira,9,111,148
2,Inteira,9,112,123
2,Inteira,9,114,127
2,Inteira,9,115,169
2,Inteira,9,120,27
2,Inteira,9,122,49
2,Inteira,9,201,42
2,Inteira,9,202,21
2,Inteira,9,205,17
2,Inteira,9,206,96
2,Inteira,9,210,56
2,Inteira,9,211,73
2,Inteira,9,212,65
2,Inteira,9,213,64
2,Inteira,9,214,25
2,Inteira,9,215,43
2,Inteira,9,216,11
2,Inteira,9,217,14
2,Inteira,9,220,171
2,Inteira,9,222,125
2,Inteira,9,225,24
2,Inteira,9,240,83
2,Inteira,9,243,29
2,Inteira,9,250,8
2,Inteira,9,251,103
2,Inteira,9,302,8
2,Inteira,9,303,34
2,Inteira,9,304,45
2,Inteira,9,305,34
2,Inteira,9,307,38
2,Inteira,9,308,36
2,Inteira,9,309,15
2,Inteira,9,310,27
2,Inteira,9,311,44
2,Inteira,9,312,45
2,Inteira,9,313,53
2,Inteira,9,314,59
2,Inteira,9,315,120
2,Inteira,9,316,55
2,Inteira,9,317,128
2,Inteira,9,318,38
2,Inteira,9,319,51
2,Inteira,9,320,44
2,Inteira,9,321,60
2,Inteira,9,322,53
2,Inteira,9,323,35
2,Inteira,9,324,16
2,Inteira,9,325,26
2,Inteira,9,327,79
2,Inteira,9,329,47
2,Inteira,9,330,46
2,Inteira,9,331,115
2,Inteira,9,332,20
2,Inteira,9,333,114
2,Inteira,9,334,7
2,Inteira,9,335,114
2,Inteira,9,336,51
2,Inteira,9,337,59
2,Inteira,9,338,132
2,Inteira,9,339,16
2,Inteira,9,340,20
2,Inteira,9,341,117
2,Inteira,9,342,39
2,Inteira,9,343,138
2,Inteira,9,344,22
2,Inteira,9,345,126
2,Inteira,9,346,60
2,Inteira,9,347,40
2,Inteira,9,349,17
2,Inteira,9,350,85
2,Inteira,9,351,35
2,Inteira,9,353,13
2,Inteira,9,354,5
2,Inteira,9,355,195
2,Inteira,9,356,16
2,Inteira,9,357,33
2,Inteira,9,359,29
2,Inteira,9,360,188
2,Inteira,9,361,33
2,Inteira,9,362,86
2,Inteira,9,363,37
2,Inteira,9,365,47
2,Inteira,9,366,83
2,Inteira,9,367,34
2,Inteira,9,369,73
2,Inteira,9,371,121
2,Inteira,9,372,98
2,Inteira,9,374,7
2,Inteira,9,375,96
2,Inteira,9,376,41
2,Inteira,9,377,86
2,Inteira,9,378,31
2,Inteira,9,379,93
2,Inteira,9,381,72
2,Inteira,9,382,19
2,Inteira,9,383,36
2,Inteira,9,384,23
2,Inteira,9,386,51
2,Inteira,9,387,131
2,Inteira,9,388,34
2,Inteira,9,389,66
2,Inteira,9,390,31
2,Inteira,9,391,46
2,Inteira,9,392,20
2,Inteira,9,393,50
2,Inteira,9,394,8
2,Inteira,9,395,20
2,Inteira,9,396,7
2,Inteira,9,397,38
2,Inteira,9,401,121
2,Inteira,9,403,84
2,Inteira,9,404,35
2,Inteira,9,405,118
2,Inteira,9,406,142
2,Inteira,9,407,120
2,Inteira,9,411,87
2,Inteira,9,456,111
2,Inteira,9,466,80
2,Inteira,9,501,42
2,Inteira,9,502,104
2,Inteira,9,503,12
2,Inteira,9,504,17
2,Inteira,9,600,114
2,Inteira,9,601,95
2,Inteira,9,602,37
2,Inteira,9,603,122
2,Inteira,9,604,76
2,Inteira,9,605,58
2,Inteira,9,606,64
2,Inteira,9,609,121
2,Inteira,9,610,60
2,Inteira,9,611,12
2,Inteira,9,612,102
2,Inteira,9,613,109
2,Inteira,9,616,62
2,Inteira,9,617,38
2,Inteira,9,618,49
2,Inteira,9,619,22
2,Inteira,9,621,60
2,Inteira,9,622,37
2,Inteira,9,625,38
2,Inteira,9,626,71
2,Inteira,9,627,31
2,Inteira,9,628,30
2,Inteira,9,629,74
2,Inteira,9,630,30
2,Inteira,9,631,22
2,Inteira,9,632,56
2,Inteira,9,633,29
2,Inteira,9,634,24
2,Inteira,9,635,32
2,Inteira,9,636,38
2,Inteira,9,637,21
2,Inteira,9,639,18
2,Inteira,9,640,57
2,Inteira,9,641,17
2,Inteira,9,642,18
2,Inteira,9,643,16
2,Inteira,9,645,28
2,Inteira,9,646,25
2,Inteira,9,648,16
2,Inteira,9,650,91
2,Inteira,9,653,35
2,Inteira,9,655,49
2,Inteira,9,656,2
2,Inteira,9,657,45
2,Inteira,9,660,249
2,Inteira,9,666,67
2,Inteira,9,670,61
2,Inteira,9,676,51
2,Inteira,9,680,49
2,Inteira,9,686,28
2,Inteira,9,696,36
2,Inteira,9,701,33
2,Inteira,9,702,47
2,Inteira,9,703,77
2,Inteira,9,706,49
2,Inteira,9,709,19
2,Inteira,9,710,28
2,Inteira,9,711,105
2,Inteira,9,712,141
2,Inteira,9,725,55
2,Inteira,9,728,45
2,Inteira,9,752,74
2,Inteira,9,753,52
2,Inteira,9,754,110
2,Inteira,9,755,15
2,Inteira,9,757,204
2,Inteira,9,804,114
2,Inteira,9,806,58
2,Inteira,9,810,84
2,Inteira,9,814,56
2,Inteira,9,815,48
2,Inteira,9,816,132
2,Inteira,9,820,58
2,Inteira,9,825,20
2,Inteira,9,832,73
2,Inteira,9,833,186
2,Inteira,9,835,1
2,Inteira,9,841,65
2,Inteira,9,855,112
2,Inteira,9,901,131
2,Inteira,9,903,73
2,Inteira,9,905,92
2,Inteira,9,906,228
2,Inteira,9,907,91
2,Inteira,9,909,219
2,Inteira,9,913,64
2,Inteira,9,920,90
2,Inteira,10,1,112
2,Inteira,10,3,257
2,Inteira,10,4,79
2,Inteira,10,5,53
2,Inteira,10,6,225
2,Inteira,10,7,46
2,Inteira,10,8,45
2,Inteira,10,10,165
2,Inteira,10,11,140
2,Inteira,10,12,138
2,Inteira,10,13,55
2,Inteira,10,14,63
2,Inteira,10,15,111
2,Inteira,10,17,51
2,Inteira,10,19,60
2,Inteira,10,21,40
2,Inteira,10,22,65
2,Inteira,10,24,168
2,Inteira,10,25,11
2,Inteira,10,26,374
2,Inteira,10,27,128
2,Inteira,10,28,344
2,Inteira,10,29,215
2,Inteira,10,30,172
2,Inteira,10,31,143
2,Inteira,10,32,146
2,Inteira,10,38,157
2,Inteira,10,41,270
2,Inteira,10,42,304
2,Inteira,10,43,82
2,Inteira,10,44,243
2,Inteira,10,45,191
2,Inteira,10,50,216
2,Inteira,10,51,198
2,Inteira,10,52,202
2,Inteira,10,53,109
2,Inteira,10,60,113
2,Inteira,10,66,101
2,Inteira,10,67,16
2,Inteira,10,69,58
2,Inteira,10,70,145
2,Inteira,10,71,77
2,Inteira,10,72,77
2,Inteira,10,73,197
2,Inteira,10,74,226
2,Inteira,10,75,223
2,Inteira,10,76,204
2,Inteira,10,77,256
2,Inteira,10,79,87
2,Inteira,10,80,143
2,Inteira,10,81,36
2,Inteira,10,82,99
2,Inteira,10,83,33
2,Inteira,10,84,51
2,Inteira,10,85,42
2,Inteira,10,86,288
2,Inteira,10,88,102
2,Inteira,10,92,158
2,Inteira,10,97,51
2,Inteira,10,99,123
2,Inteira,10,101,147
2,Inteira,10,102,58
2,Inteira,10,108,79
2,Inteira,10,110,94
2,Inteira,10,111,141
2,Inteira,10,112,118
2,Inteira,10,114,121
2,Inteira,10,115,160
2,Inteira,10,120,20
2,Inteira,10,122,55
2,Inteira,10,201,39
2,Inteira,10,202,21
2,Inteira,10,205,22
2,Inteira,10,206,79
2,Inteira,10,210,42
2,Inteira,10,211,76
2,Inteira,10,212,56
2,Inteira,10,213,38
2,Inteira,10,214,13
2,Inteira,10,215,29
2,Inteira,10,216,23
2,Inteira,10,217,12
2,Inteira,10,220,182
2,Inteira,10,222,79
2,Inteira,10,225,23
2,Inteira,10,240,109
2,Inteira,10,243,24
2,Inteira,10,251,46
2,Inteira,10,300,1
2,Inteira,10,302,27
2,Inteira,10,303,50
2,Inteira,10,304,42
2,Inteira,10,305,50
2,Inteira,10,307,50
2,Inteira,10,308,48
2,Inteira,10,309,28
2,Inteira,10,310,35
2,Inteira,10,311,42
2,Inteira,10,312,47
2,Inteira,10,313,26
2,Inteira,10,314,96
2,Inteira,10,315,76
2,Inteira,10,316,73
2,Inteira,10,317,110
2,Inteira,10,318,45
2,Inteira,10,319,51
2,Inteira,10,320,12
2,Inteira,10,321,59
2,Inteira,10,322,58
2,Inteira,10,323,39
2,Inteira,10,324,26
2,Inteira,10,325,22
2,Inteira,10,327,68
2,Inteira,10,329,42
2,Inteira,10,330,41
2,Inteira,10,331,92
2,Inteira,10,332,34
2,Inteira,10,333,110
2,Inteira,10,334,10
2,Inteira,10,335,87
2,Inteira,10,336,31
2,Inteira,10,337,48
2,Inteira,10,338,85
2,Inteira,10,339,21
2,Inteira,10,340,32
2,Inteira,10,341,174
2,Inteira,10,342,43
2,Inteira,10,343,166
2,Inteira,10,344,21
2,Inteira,10,345,84
2,Inteira,10,346,64
2,Inteira,10,347,73
2,Inteira,10,349,10
2,Inteira,10,350,110
2,Inteira,10,351,36
2,Inteira,10,353,28
2,Inteira,10,355,311
2,Inteira,10,356,32
2,Inteira,10,357,30
2,Inteira,10,359,28
2,Inteira,10,360,135
2,Inteira,10,361,53
2,Inteira,10,362,46
2,Inteira,10,363,46
2,Inteira,10,365,53
2,Inteira,10,366,49
2,Inteira,10,367,36
2,Inteira,10,369,62
2,Inteira,10,371,53
2,Inteira,10,372,78
2,Inteira,10,375,77
2,Inteira,10,376,38
2,Inteira,10,377,63
2,Inteira,10,378,15
2,Inteira,10,379,82
2,Inteira,10,381,59
2,Inteira,10,382,17
2,Inteira,10,383,25
2,Inteira,10,384,18
2,Inteira,10,386,27
2,Inteira,10,387,129
2,Inteira,10,388,27
2,Inteira,10,389,81
2,Inteira,10,390,93
2,Inteira,10,391,34
2,Inteira,10,392,12
2,Inteira,10,393,18
2,Inteira,10,394,18
2,Inteira,10,395,20
2,Inteira,10,396,4
2,Inteira,10,397,49
2,Inteira,10,401,172
2,Inteira,10,403,114
2,Inteira,10,404,22
2,Inteira,10,405,164
2,Inteira,10,406,133
2,Inteira,10,407,89
2,Inteira,10,411,70
2,Inteira,10,456,72
