linha,hora,n,total,prop
712 - CONJ. PALMEIRAS/ HOS,22,317,11663,0.027179970847980794
712 - CONJ. PALMEIRAS/ HOS,23,21,11663,0.0018005658921375288
713 - SANTOS DUMONT/ PERIM,5,149,5301,0.028107904169024714
713 - SANTOS DUMONT/ PERIM,6,427,5301,0.08055083946425202
713 - SANTOS DUMONT/ PERIM,7,515,5301,0.09715148085266931
713 - SANTOS DUMONT/ PERIM,8,377,5301,0.07111865685719676
713 - SANTOS DUMONT/ PERIM,9,286,5301,0.05395208451235616
713 - SANTOS DUMONT/ PERIM,10,288,5301,0.05432937181663837
713 - SANTOS DUMONT/ PERIM,11,306,5301,0.057724957555178265
713 - SANTOS DUMONT/ PERIM,12,367,5301,0.0692322203357857
713 - SANTOS DUMONT/ PERIM,13,342,5301,0.06451612903225806
713 - SANTOS DUMONT/ PERIM,14,291,5301,0.054895302773061684
713 - SANTOS DUMONT/ PERIM,15,339,5301,0.06395019807583475
713 - SANTOS DUMONT/ PERIM,16,333,5301,0.06281833616298811
713 - SANTOS DUMONT/ PERIM,17,574,5301,0.10828145632899452
713 - SANTOS DUMONT/ PERIM,18,408,5301,0.07696661007357103
713 - SANTOS DUMONT/ PERIM,19,219,5301,0.041312959818902095
713 - SANTOS DUMONT/ PERIM,20,80,5301,0.015091492171288436
71 - Antonio Bezerra/Mucu,5,99,4196,0.02359389895138227
71 - Antonio Bezerra/Mucu,6,267,4196,0.06363203050524309
71 - Antonio Bezerra/Mucu,7,327,4196,0.07793136320305052
71 - Antonio Bezerra/Mucu,8,214,4196,0.05100095328884652
71 - Antonio Bezerra/Mucu,9,171,4196,0.04075309818875119
71 - Antonio Bezerra/Mucu,10,177,4196,0.04218303145853194
71 - Antonio Bezerra/Mucu,11,186,4196,0.04432793136320305
71 - Antonio Bezerra/Mucu,12,273,4196,0.06506196377502384
71 - Antonio Bezerra/Mucu,13,198,4196,0.04718779790276454
71 - Antonio Bezerra/Mucu,14,198,4196,0.04718779790276454
71 - Antonio Bezerra/Mucu,15,230,4196,0.0548141086749285
71 - Antonio Bezerra/Mucu,16,276,4196,0.0657769304099142
71 - Antonio Bezerra/Mucu,17,438,4196,0.10438512869399429
71 - Antonio Bezerra/Mucu,18,415,4196,0.09890371782650142
71 - Antonio Bezerra/Mucu,19,201,4196,0.04790276453765491
71 - Antonio Bezerra/Mucu,20,139,4196,0.03312678741658723
71 - Antonio Bezerra/Mucu,21,197,4196,0.04694947569113441
71 - Antonio Bezerra/Mucu,22,147,4196,0.03503336510962822
71 - Antonio Bezerra/Mucu,23,43,4196,0.010247855100095328
725 - PARQUE ST MARIA/ LIC,5,107,3200,0.0334375
725 - PARQUE ST MARIA/ LIC,6,341,3200,0.1065625
725 - PARQUE ST MARIA/ LIC,7,328,3200,0.1025
725 - PARQUE ST MARIA/ LIC,8,247,3200,0.0771875
725 - PARQUE ST MARIA/ LIC,9,250,3200,0.078125
725 - PARQUE ST MARIA/ LIC,10,195,3200,0.0609375
725 - PARQUE ST MARIA/ LIC,11,216,3200,0.0675
725 - PARQUE ST MARIA/ LIC,12,250,3200,0.078125
725 - PARQUE ST MARIA/ LIC,13,226,3200,0.070625
725 - PARQUE ST MARIA/ LIC,14,190,3200,0.059375
725 - PARQUE ST MARIA/ LIC,15,180,3200,0.05625
725 - PARQUE ST MARIA/ LIC,16,201,3200,0.0628125
725 - PARQUE ST MARIA/ LIC,17,310,3200,0.096875
725 - PARQUE ST MARIA/ LIC,18,132,3200,0.04125
725 - PARQUE ST MARIA/ LIC,19,27,3200,0.0084375
728 - JOSE WALTER/ CENTRO,5,29,1217,0.0238290879211175
728 - JOSE WALTER/ CENTRO,6,189,1217,0.1552999178307313
728 - JOSE WALTER/ CENTRO,7,109,1217,0.0895645028759244
728 - JOSE WALTER/ CENTRO,8,78,1217,0.06409202958093672
728 - JOSE WALTER/ CENTRO,9,86,1217,0.07066557107641742
728 - JOSE WALTER/ CENTRO,10,85,1217,0.06984387838948233
728 - JOSE WALTER/ CENTRO,11,69,1217,0.056696795398520954
728 - JOSE WALTER/ CENTRO,12,50,1217,0.041084634346754315
728 - JOSE WALTER/ CENTRO,13,60,1217,0.049301561216105176
728 - JOSE WALTER/ CENTRO,14,61,1217,0.05012325390304026
728 - JOSE WALTER/ CENTRO,15,71,1217,0.05834018077239113
728 - JOSE WALTER/ CENTRO,16,67,1217,0.05505341002465078
728 - JOSE WALTER/ CENTRO,17,149,1217,0.12243221035332785
728 - JOSE WALTER/ CENTRO,18,93,1217,0.07641741988496302
728 - JOSE WALTER/ CENTRO,19,20,1217,0.016433853738701727
728 - JOSE WALTER/ CENTRO,20,1,1217,8.216926869350862e-4
72 - Antonio Bezerra / Pa,4,22,4208,0.005228136882129277
72 - Antonio Bezerra / Pa,5,157,4208,0.037309885931558935
72 - Antonio Bezerra / Pa,6,444,4208,0.10551330798479087
72 - Antonio Bezerra / Pa,7,300,4208,0.07129277566539924
72 - Antonio Bezerra / Pa,8,222,4208,0.05275665399239544
72 - Antonio Bezerra / Pa,9,144,4208,0.034220532319391636
72 - Antonio Bezerra / Pa,10,192,4208,0.045627376425855515
72 - Antonio Bezerra / Pa,11,250,4208,0.0594106463878327
72 - Antonio Bezerra / Pa,12,242,4208,0.05750950570342205
72 - Antonio Bezerra / Pa,13,207,4208,0.04919201520912547
72 - Antonio Bezerra / Pa,14,180,4208,0.04277566539923954
72 - Antonio Bezerra / Pa,15,168,4208,0.039923954372623575
72 - Antonio Bezerra / Pa,16,253,4208,0.06012357414448669
72 - Antonio Bezerra / Pa,17,278,4208,0.06606463878326996
72 - Antonio Bezerra / Pa,18,287,4208,0.06820342205323193
72 - Antonio Bezerra / Pa,19,166,4208,0.03944866920152091
72 - Antonio Bezerra / Pa,20,192,4208,0.045627376425855515
72 - Antonio Bezerra / Pa,21,297,4208,0.07057984790874525
72 - Antonio Bezerra / Pa,22,194,4208,0.046102661596958174
72 - Antonio Bezerra / Pa,23,13,4208,0.0030893536121673003
73 - SIQUEIRA/P.IRACEMA,5,188,8127,0.02313276731881383
73 - SIQUEIRA/P.IRACEMA,6,658,8127,0.08096468561584841
73 - SIQUEIRA/P.IRACEMA,7,756,8127,0.09302325581395349
73 - SIQUEIRA/P.IRACEMA,8,432,8127,0.053156146179401995
73 - SIQUEIRA/P.IRACEMA,9,316,8127,0.03888273655715516
73 - SIQUEIRA/P.IRACEMA,10,267,8127,0.032853451458102624
73 - SIQUEIRA/P.IRACEMA,11,412,8127,0.05069521348591116
73 - SIQUEIRA/P.IRACEMA,12,477,8127,0.058693244739756366
73 - SIQUEIRA/P.IRACEMA,13,377,8127,0.0463885812723022
73 - SIQUEIRA/P.IRACEMA,14,450,8127,0.05537098560354374
73 - SIQUEIRA/P.IRACEMA,15,548,8127,0.06742955580164882
73 - SIQUEIRA/P.IRACEMA,16,555,8127,0.06829088224437062
73 - SIQUEIRA/P.IRACEMA,17,731,8127,0.08994708994708994
73 - SIQUEIRA/P.IRACEMA,18,599,8127,0.07370493417005045
73 - SIQUEIRA/P.IRACEMA,19,521,8127,0.0641072966654362
73 - SIQUEIRA/P.IRACEMA,20,324,8127,0.03986710963455149
73 - SIQUEIRA/P.IRACEMA,21,335,8127,0.04122062261597145
73 - SIQUEIRA/P.IRACEMA,22,170,8127,0.020917927894672082
73 - SIQUEIRA/P.IRACEMA,23,11,8127,0.0013535129814199582
74 - Antonio Bezerra/Unif,4,14,13833,0.00101207258006217
74 - Antonio Bezerra/Unif,5,382,13833,0.02761512325598207
74 - Antonio Bezerra/Unif,6,1293,13833,0.093472131858599
74 - Antonio Bezerra/Unif,7,1229,13833,0.08884551434974337
74 - Antonio Bezerra/Unif,8,713,13833,0.05154341068459481
74 - Antonio Bezerra/Unif,9,631,13833,0.04561555700137353
74 - Antonio Bezerra/Unif,10,536,13833,0.03874792163666595
74 - Antonio Bezerra/Unif,11,708,13833,0.051181956191715464
74 - Antonio Bezerra/Unif,12,823,13833,0.059495409527940434
74 - Antonio Bezerra/Unif,13,614,13833,0.04438661172558375
74 - Antonio Bezerra/Unif,14,484,13833,0.03498879491072074
74 - Antonio Bezerra/Unif,15,589,13833,0.04257933926118702
74 - Antonio Bezerra/Unif,16,1017,13833,0.07351984385165908
74 - Antonio Bezerra/Unif,17,1443,13833,0.1043157666449794
74 - Antonio Bezerra/Unif,18,1404,13833,0.1014964216005205
74 - Antonio Bezerra/Unif,19,686,13833,0.049591556423046336
74 - Antonio Bezerra/Unif,20,422,13833,0.030506759199016843
74 - Antonio Bezerra/Unif,21,435,13833,0.031446540880503145
74 - Antonio Bezerra/Unif,22,338,13833,0.024434323718643822
74 - Antonio Bezerra/Unif,23,72,13833,0.00520494469746259
752 - CACA E PESCA/ CENTRO,5,77,4950,0.015555555555555555
752 - CACA E PESCA/ CENTRO,6,285,4950,0.05757575757575758
752 - CACA E PESCA/ CENTRO,7,454,4950,0.09171717171717171
752 - CACA E PESCA/ CENTRO,8,313,4950,0.06323232323232324
752 - CACA E PESCA/ CENTRO,9,250,4950,0.050505050505050504
752 - CACA E PESCA/ CENTRO,10,242,4950,0.04888888888888889
752 - CACA E PESCA/ CENTRO,11,323,4950,0.06525252525252526
752 - CACA E PESCA/ CENTRO,12,283,4950,0.05717171717171717
752 - CACA E PESCA/ CENTRO,13,321,4950,0.06484848484848485
752 - CACA E PESCA/ CENTRO,14,297,4950,0.06
752 - CACA E PESCA/ CENTRO,15,304,4950,0.061414141414141414
752 - CACA E PESCA/ CENTRO,16,426,4950,0.08606060606060606
752 - CACA E PESCA/ CENTRO,17,445,4950,0.0898989898989899
752 - CACA E PESCA/ CENTRO,18,480,4950,0.09696969696969697
752 - CACA E PESCA/ CENTRO,19,259,4950,0.05232323232323232
752 - CACA E PESCA/ CENTRO,20,110,4950,0.022222222222222223
752 - CACA E PESCA/ CENTRO,21,75,4950,0.015151515151515152
752 - CACA E PESCA/ CENTRO,22,6,4950,0.0012121212121212121
753 - CIDADE 2000/ SARGENT,5,48,2263,0.021210782147591693
753 - CIDADE 2000/ SARGENT,6,217,2263,0.0958904109589041
753 - CIDADE 2000/ SARGENT,7,199,2263,0.08793636765355722
753 - CIDADE 2000/ SARGENT,8,156,2263,0.068935041979673
753 - CIDADE 2000/ SARGENT,9,215,2263,0.09500662836942113
753 - CIDADE 2000/ SARGENT,10,131,2263,0.05788775961113566
753 - CIDADE 2000/ SARGENT,11,161,2263,0.07114449845338047
753 - CIDADE 2000/ SARGENT,12,169,2263,0.07467962881131242
753 - CIDADE 2000/ SARGENT,13,171,2263,0.07556341140079541
753 - CIDADE 2000/ SARGENT,14,139,2263,0.06142288996906761
753 - CIDADE 2000/ SARGENT,15,111,2263,0.04904993371630579
753 - CIDADE 2000/ SARGENT,16,197,2263,0.08705258506407423
753 - CIDADE 2000/ SARGENT,17,194,2263,0.08572691117984976
753 - CIDADE 2000/ SARGENT,18,124,2263,0.0547945205479452
753 - CIDADE 2000/ SARGENT,19,31,2263,0.0136986301369863
754 - GRANJA LISBOA/ GOIAB,5,193,7561,0.025525724110567385
754 - GRANJA LISBOA/ GOIAB,6,654,7561,0.08649649517259622
754 - GRANJA LISBOA/ GOIAB,7,723,7561,0.09562227218621876
754 - GRANJA LISBOA/ GOIAB,8,433,7561,0.057267557201428385
754 - GRANJA LISBOA/ GOIAB,9,465,7561,0.06149980161354318
754 - GRANJA LISBOA/ GOIAB,10,432,7561,0.0571352995635498
754 - GRANJA LISBOA/ GOIAB,11,500,7561,0.06612881893929375
754 - GRANJA LISBOA/ GOIAB,12,588,7561,0.07776749107260944
754 - GRANJA LISBOA/ GOIAB,13,520,7561,0.0687739716968655
754 - GRANJA LISBOA/ GOIAB,14,469,7561,0.06202883216505753
754 - GRANJA LISBOA/ GOIAB,15,430,7561,0.05687078428779262
754 - GRANJA LISBOA/ GOIAB,16,572,7561,0.07565136886655205
754 - GRANJA LISBOA/ GOIAB,17,701,7561,0.09271260415288983
754 - GRANJA LISBOA/ GOIAB,18,548,7561,0.07247718555746595
754 - GRANJA LISBOA/ GOIAB,19,268,7561,0.035445046951461445
754 - GRANJA LISBOA/ GOIAB,20,59,7561,0.007803200634836662
754 - GRANJA LISBOA/ GOIAB,21,6,7561,7.935458272715249e-4
755 - CONJ. ALVORADA/ NORT,5,142,5511,0.025766648521139537
755 - CONJ. ALVORADA/ NORT,6,493,5511,0.08945744873888586
755 - CONJ. ALVORADA/ NORT,7,346,5511,0.06278352386136818
755 - CONJ. ALVORADA/ NORT,8,310,5511,0.05625113409544547
755 - CONJ. ALVORADA/ NORT,9,213,5511,0.038649972781709306
755 - CONJ. ALVORADA/ NORT,10,283,5511,0.05135184177100345
755 - CONJ. ALVORADA/ NORT,11,289,5511,0.05244057339865723
755 - CONJ. ALVORADA/ NORT,12,368,5511,0.06677553982943205
755 - CONJ. ALVORADA/ NORT,13,355,5511,0.06441662130284885
755 - CONJ. ALVORADA/ NORT,14,261,5511,0.04735982580293958
755 - CONJ. ALVORADA/ NORT,15,296,5511,0.053710760297586646
755 - CONJ. ALVORADA/ NORT,16,384,5511,0.06967882416984214
755 - CONJ. ALVORADA/ NORT,17,510,5511,0.09254218835057158
755 - CONJ. ALVORADA/ NORT,18,477,5511,0.08655416439847577
755 - CONJ. ALVORADA/ NORT,19,289,5511,0.05244057339865723
755 - CONJ. ALVORADA/ NORT,20,222,5511,0.040283070223189985
755 - CONJ. ALVORADA/ NORT,21,205,5511,0.037198330611504266
755 - CONJ. ALVORADA/ NORT,22,47,5511,0.008528397749954637
755 - CONJ. ALVORADA/ NORT,23,21,5511,0.003810560696788242
757 - VILA VELHA/ CENTRO,5,135,8352,0.016163793103448277
757 - VILA VELHA/ CENTRO,6,611,8352,0.07315613026819924
757 - VILA VELHA/ CENTRO,7,695,8352,0.08321360153256704
757 - VILA VELHA/ CENTRO,8,465,8352,0.05567528735632184
757 - VILA VELHA/ CENTRO,9,416,8352,0.04980842911877394
757 - VILA VELHA/ CENTRO,10,512,8352,0.06130268199233716
757 - VILA VELHA/ CENTRO,11,478,8352,0.05723180076628352
757 - VILA VELHA/ CENTRO,12,526,8352,0.06297892720306514
757 - VILA VELHA/ CENTRO,13,535,8352,0.06405651340996169
757 - VILA VELHA/ CENTRO,14,455,8352,0.054477969348659006
757 - VILA VELHA/ CENTRO,15,469,8352,0.056154214559386975
757 - VILA VELHA/ CENTRO,16,637,8352,0.07626915708812261
757 - VILA VELHA/ CENTRO,17,875,8352,0.10476532567049808
757 - VILA VELHA/ CENTRO,18,732,8352,0.08764367816091954
757 - VILA VELHA/ CENTRO,19,363,8352,0.04346264367816092
757 - VILA VELHA/ CENTRO,20,207,8352,0.02478448275862069
757 - VILA VELHA/ CENTRO,21,210,8352,0.02514367816091954
757 - VILA VELHA/ CENTRO,22,31,8352,0.0037116858237547894
75 - Campus do Pici/Unifo,5,285,15078,0.018901711102268206
75 - Campus do Pici/Unifo,6,1421,15078,0.09424326833797586
75 - Campus do Pici/Unifo,7,1365,15078,0.0905292479108635
75 - Campus do Pici/Unifo,8,830,15078,0.05504708847327232
75 - Campus do Pici/Unifo,9,784,15078,0.051996285979572884
75 - Campus do Pici/Unifo,10,556,15078,0.03687491709775832
75 - Campus do Pici/Unifo,11,704,15078,0.046690542512269534
75 - Campus do Pici/Unifo,12,945,15078,0.06267409470752089
75 - Campus do Pici/Unifo,13,802,15078,0.053190078259716146
75 - Campus do Pici/Unifo,14,588,15078,0.03899721448467967
75 - Campus do Pici/Unifo,15,847,15078,0.05617455896007428
75 - Campus do Pici/Unifo,16,1051,15078,0.06970420480169784
75 - Campus do Pici/Unifo,17,1411,15078,0.09358005040456294
75 - Campus do Pici/Unifo,18,1344,15078,0.08913649025069638
75 - Campus do Pici/Unifo,19,806,15078,0.05345536543308131
75 - Campus do Pici/Unifo,20,512,15078,0.033956758190741475
75 - Campus do Pici/Unifo,21,409,15078,0.027125613476588407
75 - Campus do Pici/Unifo,22,365,15078,0.02420745456957156
75 - Campus do Pici/Unifo,23,53,15078,0.0035150550470884733
762 - Caca e Pesca/Centro/,4,5,149,0.03355704697986577
762 - Caca e Pesca/Centro/,5,3,149,0.020134228187919462
762 - Caca e Pesca/Centro/,21,56,149,0.37583892617449666
762 - Caca e Pesca/Centro/,22,61,149,0.40939597315436244
762 - Caca e Pesca/Centro/,23,24,149,0.1610738255033557
76 - Cj Ceara/Aldeota,4,91,12293,0.007402586838037907
76 - Cj Ceara/Aldeota,5,375,12293,0.030505165541365006
76 - Cj Ceara/Aldeota,6,779,12293,0.0633693972179289
76 - Cj Ceara/Aldeota,7,832,12293,0.06768079394777515
76 - Cj Ceara/Aldeota,8,537,12293,0.043683397055234684
76 - Cj Ceara/Aldeota,9,470,12293,0.03823314081184414
76 - Cj Ceara/Aldeota,10,440,12293,0.03579272756853494
76 - Cj Ceara/Aldeota,11,556,12293,0.04522899210933051
76 - Cj Ceara/Aldeota,12,689,12293,0.0560481574880013
76 - Cj Ceara/Aldeota,13,562,12293,0.04571707475799235
76 - Cj Ceara/Aldeota,14,680,12293,0.05531603351500854
76 - Cj Ceara/Aldeota,15,710,12293,0.057756446758317745
76 - Cj Ceara/Aldeota,16,1170,12293,0.09517611648905881
76 - Cj Ceara/Aldeota,17,1342,12293,0.10916781908403156
76 - Cj Ceara/Aldeota,18,1072,12293,0.08720409989424877
76 - Cj Ceara/Aldeota,19,705,12293,0.057349711217766206
76 - Cj Ceara/Aldeota,20,410,12293,0.033352314325225736
76 - Cj Ceara/Aldeota,21,446,12293,0.03628081021719678
76 - Cj Ceara/Aldeota,22,328,12293,0.02668185146018059
76 - Cj Ceara/Aldeota,23,99,12293,0.008053363702920362
77 - Parangaba/Mucuripe,5,166,9613,0.01726828253406845
77 - Parangaba/Mucuripe,6,605,9613,0.06293560803079164
77 - Parangaba/Mucuripe,7,856,9613,0.08904608342869032
77 - Parangaba/Mucuripe,8,580,9613,0.06033496307084157
77 - Parangaba/Mucuripe,9,451,9613,0.04691563507749922
77 - Parangaba/Mucuripe,10,502,9613,0.05222095079579736
77 - Parangaba/Mucuripe,11,522,9613,0.05430146676375741
77 - Parangaba/Mucuripe,12,611,9613,0.06355976282117966
77 - Parangaba/Mucuripe,13,457,9613,0.04753978986788723
77 - Parangaba/Mucuripe,14,374,9613,0.038905648600853014
77 - Parangaba/Mucuripe,15,446,9613,0.04639550608550921
77 - Parangaba/Mucuripe,16,667,9613,0.0693852075314678
77 - Parangaba/Mucuripe,17,891,9613,0.0926869863726204
77 - Parangaba/Mucuripe,18,821,9613,0.08540518048476022
77 - Parangaba/Mucuripe,19,561,9613,0.05835847290127952
77 - Parangaba/Mucuripe,20,386,9613,0.04015395818162904
77 - Parangaba/Mucuripe,21,435,9613,0.045251222303131174
77 - Parangaba/Mucuripe,22,236,9613,0.02455008842192864
77 - Parangaba/Mucuripe,23,46,9613,0.004785186726308124
79 - Antonio Bezerra/Naut,5,86,4893,0.017576129164111998
79 - Antonio Bezerra/Naut,6,285,4893,0.05824647455548743
79 - Antonio Bezerra/Naut,7,361,4893,0.07377886777028408
79 - Antonio Bezerra/Naut,8,247,4893,0.050480277948089104
79 - Antonio Bezerra/Naut,9,228,4893,0.04659717964438995
79 - Antonio Bezerra/Naut,10,246,4893,0.05027590435315757
79 - Antonio Bezerra/Naut,11,295,4893,0.06029021050480278
79 - Antonio Bezerra/Naut,12,290,4893,0.0592683425301451
79 - Antonio Bezerra/Naut,13,223,4893,0.04557531166973227
79 - Antonio Bezerra/Naut,14,210,4893,0.04291845493562232
79 - Antonio Bezerra/Naut,15,241,4893,0.0492540363784999
79 - Antonio Bezerra/Naut,16,314,4893,0.06417330880850194
79 - Antonio Bezerra/Naut,17,430,4893,0.08788064582055999
79 - Antonio Bezerra/Naut,18,567,4893,0.11587982832618025
79 - Antonio Bezerra/Naut,19,394,4893,0.08052319640302473
79 - Antonio Bezerra/Naut,20,185,4893,0.03780911506233395
79 - Antonio Bezerra/Naut,21,165,4893,0.03372164316370325
79 - Antonio Bezerra/Naut,22,103,4893,0.021050480277948088
79 - Antonio Bezerra/Naut,23,23,4893,0.0047005926834253016
7 - TERMINAL CEARA,0,5,2387,0.0020946795140343527
7 - TERMINAL CEARA,3,4,2387,0.0016757436112274822
7 - TERMINAL CEARA,4,58,2387,0.024298282362798494
7 - TERMINAL CEARA,5,211,2387,0.08839547549224969
7 - TERMINAL CEARA,6,351,2387,0.14704650188521157
7 - TERMINAL CEARA,7,190,2387,0.0795978215333054
7 - TERMINAL CEARA,8,110,2387,0.04608294930875576
7 - TERMINAL CEARA,9,84,2387,0.03519061583577713
7 - TERMINAL CEARA,10,86,2387,0.03602848764139087
7 - TERMINAL CEARA,11,173,2387,0.0724759111855886
7 - TERMINAL CEARA,12,127,2387,0.05320485965647256
7 - TERMINAL CEARA,13,109,2387,0.04566401340594889
7 - TERMINAL CEARA,14,78,2387,0.032677000418935905
7 - TERMINAL CEARA,15,106,2387,0.044407205697528276
7 - TERMINAL CEARA,16,105,2387,0.04398826979472141
7 - TERMINAL CEARA,17,195,2387,0.08169250104733976
7 - TERMINAL CEARA,18,141,2387,0.059069962295768746
7 - TERMINAL CEARA,19,69,2387,0.028906577293674067
7 - TERMINAL CEARA,20,53,2387,0.022203602848764138
7 - TERMINAL CEARA,21,67,2387,0.028068705488060328
7 - TERMINAL CEARA,22,57,2387,0.02387934645999162
7 - TERMINAL CEARA,23,8,2387,0.0033514872224549644
804 - Aldeota,4,41,4206,0.009747979077508321
804 - Aldeota,5,306,4206,0.07275320970042796
804 - Aldeota,6,626,4206,0.14883499762244412
804 - Aldeota,7,573,4206,0.1362339514978602
804 - Aldeota,8,329,4206,0.07822158820732288
804 - Aldeota,9,228,4206,0.05420827389443652
804 - Aldeota,10,169,4206,0.04018069424631479
804 - Aldeota,11,212,4206,0.05040418449833571
804 - Aldeota,12,265,4206,0.06300523062291964
804 - Aldeota,13,249,4206,0.05920114122681883
804 - Aldeota,14,182,4206,0.0432715168806467
804 - Aldeota,15,135,4206,0.03209700427960057
804 - Aldeota,16,191,4206,0.045411317165953397
804 - Aldeota,17,274,4206,0.06514503090822635
804 - Aldeota,18,187,4206,0.044460294816928196
804 - Aldeota,19,111,4206,0.026390870185449358
804 - Aldeota,20,52,4206,0.012363290537327628
804 - Aldeota,21,47,4206,0.011174512601046125
804 - Aldeota,22,25,4206,0.005943889681407513
804 - Aldeota,23,4,4206,9.510223490252021e-4
806 - Edson Queiroz/Papicu,4,14,3985,0.0035131744040150566
806 - Edson Queiroz/Papicu,5,130,3985,0.03262233375156838
806 - Edson Queiroz/Papicu,6,433,3985,0.10865746549560854
806 - Edson Queiroz/Papicu,7,248,3985,0.06223337515683814
806 - Edson Queiroz/Papicu,8,171,3985,0.04291091593475533
806 - Edson Queiroz/Papicu,9,131,3985,0.0328732747804266
806 - Edson Queiroz/Papicu,10,141,3985,0.03538268506900878
806 - Edson Queiroz/Papicu,11,276,3985,0.06925972396486825
806 - Edson Queiroz/Papicu,12,251,3985,0.0629861982434128
806 - Edson Queiroz/Papicu,13,246,3985,0.06173149309912171
806 - Edson Queiroz/Papicu,14,150,3985,0.037641154328732745
806 - Edson Queiroz/Papicu,15,165,3985,0.04140526976160602
806 - Edson Queiroz/Papicu,16,227,3985,0.056963613550815556
806 - Edson Queiroz/Papicu,17,435,3985,0.10915934755332497
806 - Edson Queiroz/Papicu,18,313,3985,0.07854454203262233
806 - Edson Queiroz/Papicu,19,239,3985,0.05997490589711418
806 - Edson Queiroz/Papicu,20,106,3985,0.026599749058971143
806 - Edson Queiroz/Papicu,21,132,3985,0.03312421580928482
806 - Edson Queiroz/Papicu,22,152,3985,0.03814303638644918
806 - Edson Queiroz/Papicu,23,25,3985,0.006273525721455458
80 - Francisco Sa/Paranga,5,234,6956,0.03364002300172513
80 - Francisco Sa/Paranga,6,663,6956,0.09531339850488786
80 - Francisco Sa/Paranga,7,657,6956,0.09445083381253594
80 - Francisco Sa/Paranga,8,436,6956,0.06267970097757332
80 - Francisco Sa/Paranga,9,295,6956,0.04240943070730305
80 - Francisco Sa/Paranga,10,258,6956,0.037090281771132834
80 - Francisco Sa/Paranga,11,298,6956,0.04284071305347901
80 - Francisco Sa/Paranga,12,354,6956,0.050891316848763656
80 - Francisco Sa/Paranga,13,424,6956,0.06095457159286947
80 - Francisco Sa/Paranga,14,366,6956,0.05261644623346751
80 - Francisco Sa/Paranga,15,338,6956,0.04859114433582519
80 - Francisco Sa/Paranga,16,514,6956,0.07389304197814836
80 - Francisco Sa/Paranga,17,752,6956,0.10810810810810811
80 - Francisco Sa/Paranga,18,658,6956,0.0945945945945946
80 - Francisco Sa/Paranga,19,261,6956,0.037521564117308795
80 - Francisco Sa/Paranga,20,203,6956,0.029183438757906844
80 - Francisco Sa/Paranga,21,146,6956,0.020989074180563543
80 - Francisco Sa/Paranga,22,88,6956,0.012650948821161587
80 - Francisco Sa/Paranga,23,11,6956,0.0015813686026451984
810 - Papicu/Praia do Futu,5,131,4599,0.028484453141987387
810 - Papicu/Praia do Futu,6,355,4599,0.07719069362904979
810 - Papicu/Praia do Futu,7,371,4599,0.0806697108066971
810 - Papicu/Praia do Futu,8,212,4599,0.046096977603826916
810 - Papicu/Praia do Futu,9,128,4599,0.027832137421178516
810 - Papicu/Praia do Futu,10,210,4599,0.045662100456621
810 - Papicu/Praia do Futu,11,264,4599,0.05740378343118069
810 - Papicu/Praia do Futu,12,192,4599,0.04174820613176777
810 - Papicu/Praia do Futu,13,202,4599,0.043922591867797345
810 - Papicu/Praia do Futu,14,163,4599,0.035442487497282016
810 - Papicu/Praia do Futu,15,214,4599,0.04653185475103283
810 - Papicu/Praia do Futu,16,411,4599,0.08936725375081539
810 - Papicu/Praia do Futu,17,586,4599,0.1274190041313329
810 - Papicu/Praia do Futu,18,353,4599,0.07675581648184387
810 - Papicu/Praia do Futu,19,236,4599,0.05131550337029789
810 - Papicu/Praia do Futu,20,150,4599,0.03261578604044357
810 - Papicu/Praia do Futu,21,257,4599,0.05588171341595999
810 - Papicu/Praia do Futu,22,151,4599,0.03283322461404653
810 - Papicu/Praia do Futu,23,13,4599,0.002826701456838443
814 - Papicu/Castelo Encan,4,3,1718,0.0017462165308498253
814 - Papicu/Castelo Encan,5,156,1718,0.09080325960419092
814 - Papicu/Castelo Encan,6,254,1718,0.1478463329452852
814 - Papicu/Castelo Encan,7,197,1718,0.11466821885913853
814 - Papicu/Castelo Encan,8,107,1718,0.06228172293364377
814 - Papicu/Castelo Encan,9,67,1718,0.0389988358556461
814 - Papicu/Castelo Encan,10,47,1718,0.027357392316647265
814 - Papicu/Castelo Encan,11,70,1718,0.04074505238649592
814 - Papicu/Castelo Encan,12,93,1718,0.05413271245634459
814 - Papicu/Castelo Encan,13,116,1718,0.06752037252619325
814 - Papicu/Castelo Encan,14,77,1718,0.044819557625145515
814 - Papicu/Castelo Encan,15,76,1718,0.04423748544819558
814 - Papicu/Castelo Encan,16,94,1718,0.05471478463329453
814 - Papicu/Castelo Encan,17,174,1718,0.10128055878928988
814 - Papicu/Castelo Encan,18,64,1718,0.037252619324796274
814 - Papicu/Castelo Encan,19,41,1718,0.023864959254947613
814 - Papicu/Castelo Encan,20,28,1718,0.01629802095459837
814 - Papicu/Castelo Encan,21,31,1718,0.018044237485448197
814 - Papicu/Castelo Encan,22,23,1718,0.01338766006984866
815 - Cidade Func/Papicu/C,4,10,5458,0.001832172957127153
815 - Cidade Func/Papicu/C,5,226,5458,0.04140710883107365
815 - Cidade Func/Papicu/C,6,542,5458,0.09930377427629168
815 - Cidade Func/Papicu/C,7,511,5458,0.0936240381091975
815 - Cidade Func/Papicu/C,8,314,5458,0.0575302308537926
815 - Cidade Func/Papicu/C,9,234,5458,0.04287284719677537
